batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS
189,유선정,2007,현대,0.2,5,5,0,1,0,0,0,1,0,0,0,0,0,2,0,0.2,0.2,0,,1986년 08월 21일,,동천초-성광중-대구상원고-(방송통신대)-현대,,0.4
189,유선정,2008,우리,0.077,15,13,0,1,0,0,0,1,2,0,0,0,0,2,0,0.076923077,0.076923077,0,,1986년 08월 21일,,동천초-성광중-대구상원고-(방송통신대)-현대,,0.153846154
189,유선정,2009,히어로즈,0.179,33,56,5,10,1,0,1,14,8,0,0,8,2,9,1,0.25,0.303030303,2,,1986년 08월 21일,,동천초-성광중-대구상원고-(방송통신대)-현대,,0.553030303
189,유선정,2010,넥센,0.252,53,135,16,34,6,0,0,40,14,2,1,17,1,30,4,0.296296296,0.339869281,3,,1986년 08월 21일,,동천초-성광중-대구상원고-(방송통신대)-현대,,0.636165577
189,유선정,2011,넥센,0.077,37,39,1,3,0,1,0,5,1,0,0,10,0,11,0,0.128205128,0.265306122,1,,1986년 08월 21일,,동천초-성광중-대구상원고-(방송통신대)-현대,,0.393511251
189,유선정,2015,넥센,0.24,17,25,1,6,0,0,0,6,2,0,0,2,0,5,1,0.24,0.296296296,1,,1986년 08월 21일,,동천초-성광중-대구상원고-(방송통신대)-현대,,0.536296296
190,유재신,2008,우리,0.258,54,93,19,24,2,1,0,28,7,7,2,1,1,19,2,0.301,0.274,5,179cm/70kg,1987년 11월 21일,외야수(우투우타),사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,0.575
190,유재신,2009,히어로즈,0,9,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,179cm/70kg,1987년 11월 21일,외야수(우투우타),사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,0
190,유재신,2012,넥센,0.235,58,85,14,20,2,2,0,26,7,5,2,6,0,20,0,0.306,0.283,3,179cm/70kg,1987년 11월 21일,외야수(우투우타),사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,0.589
190,유재신,2013,넥센,0.2,75,20,22,4,0,0,0,4,2,7,8,2,1,9,1,0.2,0.304,2,179cm/70kg,1987년 11월 21일,외야수(우투우타),사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,0.504
190,유재신,2014,넥센,0,23,2,8,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,179cm/70kg,1987년 11월 21일,외야수(우투우타),사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,0
190,유재신,2015,넥센,0.259,62,27,21,7,2,0,0,9,3,10,1,3,0,10,2,0.333,0.333,1,179cm/70kg,1987년 11월 21일,외야수(우투우타),사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,0.666
190,유재신,2016,넥센,0.258,93,62,20,16,0,0,0,16,6,16,7,10,0,12,0,0.258,0.361,2,179cm/70kg,1987년 11월 21일,외야수(우투우타),사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,0.619
190,유재신,2017,KIA,0.222,25,18,4,4,0,0,0,4,1,3,1,1,0,6,0,0.222,0.263,2,179cm/70kg,1987년 11월 21일,외야수(우투우타),사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,0.485
190,유재신,2018,KIA,0.424,46,33,19,14,3,1,1,22,8,4,0,7,0,10,0,0.667,0.525,1,179cm/70kg,1987년 11월 21일,외야수(우투우타),사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,1.192
228,이종범,1993,해태,0.28,126,475,85,133,16,4,16,205,53,73,19,32,6,35,11,0.431578947,0.333333333,24,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.764912281
228,이종범,1994,해태,0.393,124,499,113,196,27,5,19,290,77,84,15,51,6,31,2,0.581162325,0.455035971,27,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,1.036198296
228,이종범,1995,해태,0.326,63,239,51,78,10,2,16,140,35,32,3,28,2,20,5,0.585774059,0.401486989,16,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.987261047
228,이종범,1996,해태,0.332,113,449,94,149,28,1,25,254,76,57,12,67,7,39,4,0.565701559,0.426386233,10,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.992087792
228,이종범,1997,해태,0.324,125,484,112,157,28,3,30,281,74,64,15,87,3,49,9,0.580578512,0.430313589,27,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,1.010892101
228,이종범,2001,KIA,0.34,45,188,45,64,14,1,11,113,37,7,5,20,1,16,5,0.60106383,0.406698565,3,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,1.007762394
228,이종범,2002,KIA,0.293,123,485,93,142,25,2,18,225,59,35,5,43,13,63,7,0.463917526,0.365988909,4,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.829906435
228,이종범,2003,KIA,0.315,132,524,110,165,43,1,20,270,61,50,10,59,7,58,8,0.515267176,0.391525424,4,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.906792599
228,이종범,2004,KIA,0.26,133,493,100,128,29,0,17,208,52,42,7,53,17,50,9,0.421906694,0.351687389,8,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.773594083
228,이종범,2005,KIA,0.312,118,430,69,134,25,2,6,181,36,28,5,47,11,49,8,0.420930233,0.393442623,5,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.814372856
228,이종범,2006,KIA,0.242,93,339,41,82,18,1,1,105,21,10,7,24,5,43,3,0.309734513,0.301630435,1,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.611364948
228,이종범,2007,KIA,0.174,84,253,23,44,6,0,1,53,18,3,2,13,2,25,6,0.209486166,0.220149254,1,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.42963542
228,이종범,2008,KIA,0.284,110,317,38,90,19,4,1,120,38,9,3,32,1,26,11,0.378548896,0.351428571,5,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.729977467
228,이종범,2009,KIA,0.273,123,385,63,105,21,1,6,146,40,11,1,41,5,50,9,0.379220779,0.350348028,2,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.729568807
228,이종범,2010,KIA,0.245,97,265,36,65,16,1,4,95,29,2,2,15,3,33,5,0.358490566,0.293286219,2,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.651776785
228,이종범,2011,KIA,0.277,97,235,27,65,15,1,3,91,24,3,2,22,1,35,6,0.387234043,0.341085271,0,,1970년 08월 15일,,서림초-충장중-광주제일고-건국대-해태-KIA,,0.728319314
191,유재혁,2013,KIA,0.091,22,11,3,1,0,0,0,1,1,1,0,3,0,5,0,0.090909091,0.285714286,0,,1992년 03월 29일,,부천신도초-상인천중-제물포고,,0.376623377
192,유한준,2005,현대,0.192,18,26,3,5,1,0,1,9,5,1,0,2,0,7,0,0.346,0.25,0,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.596
192,유한준,2006,현대,0.244,110,246,24,60,16,0,3,85,31,5,3,25,8,48,5,0.346,0.331,0,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.677
192,유한준,2007,현대,0.223,112,197,21,44,6,0,5,65,35,2,0,22,4,23,10,0.33,0.313,1,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.643
192,유한준,2010,넥센,0.291,131,481,52,140,27,0,9,194,79,2,2,49,1,81,17,0.403,0.355,3,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.758
192,유한준,2011,넥센,0.289,121,447,64,129,23,2,3,165,54,4,3,52,4,63,11,0.369,0.365,1,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.734
192,유한준,2012,넥센,0.24,74,246,22,59,11,1,3,81,25,3,1,19,2,36,11,0.329,0.299,2,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.628
192,유한준,2013,넥센,0.272,97,298,37,81,13,0,7,115,40,4,3,37,4,48,7,0.386,0.358,2,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.744
192,유한준,2014,넥센,0.316,122,405,71,128,31,0,20,219,91,2,1,46,3,53,9,0.541,0.384,1,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.925
192,유한준,2015,넥센,0.362,139,520,103,188,42,1,23,301,116,3,3,67,2,71,13,0.579,0.43,2,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1.009
192,유한준,2016,KT,0.336,110,408,70,137,22,0,14,201,64,4,1,47,2,40,10,0.493,0.404,1,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.897
192,유한준,2017,KT,0.306,133,445,52,136,19,0,13,194,68,0,2,45,2,59,10,0.436,0.37,1,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.806
192,유한준,2018,KT,0.339,121,428,59,145,21,1,20,228,83,1,1,47,2,53,9,0.533,0.406,0,186cm/97kg,1981년 07월 01일,외야수(우투우타),부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,0.939
193,윤병호,2015,NC,0.111,9,9,0,1,0,0,0,1,0,0,0,0,0,4,0,0.111,0.111,0,181cm/78kg,1989년 07월 05일,외야수(우투우타),백운초-신일중-세광고,,0.222
193,윤병호,2016,NC,0.111,11,9,3,1,0,0,1,4,3,0,0,0,0,3,0,0.444,0.111,0,181cm/78kg,1989년 07월 05일,외야수(우투우타),백운초-신일중-세광고,,0.555
193,윤병호,2017,NC,0.2,49,55,11,11,3,0,0,14,2,2,0,2,0,10,2,0.255,0.228,0,181cm/78kg,1989년 07월 05일,외야수(우투우타),백운초-신일중-세광고,,0.483
193,윤병호,2018,NC,0.182,14,33,3,6,1,0,0,7,0,1,0,2,1,10,0,0.212,0.25,1,181cm/78kg,1989년 07월 05일,외야수(우투우타),백운초-신일중-세광고,,0.462
194,윤석민,2004,두산,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0
194,윤석민,2005,두산,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0
194,윤석민,2006,두산,0.178,27,45,3,8,4,0,0,12,3,0,0,3,0,6,5,0.267,0.229,2,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.496
194,윤석민,2007,두산,0.074,30,27,1,2,2,0,0,4,0,0,0,1,0,7,0,0.148,0.107,0,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.255
194,윤석민,2011,두산,0.287,80,167,18,48,8,0,4,68,19,0,2,17,2,30,6,0.407,0.36,4,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.767
194,윤석민,2012,두산,0.291,109,289,25,84,9,2,10,127,48,2,1,18,2,54,12,0.439,0.328,2,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.767
194,윤석민,2013,두산,0.294,21,68,12,20,5,0,2,31,8,2,0,4,1,14,1,0.456,0.342,2,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.798
194,윤석민,2014,넥센,0.267,99,281,30,75,12,0,10,117,43,0,0,18,2,47,11,0.416,0.314,3,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.73
194,윤석민,2015,넥센,0.294,108,361,54,106,24,1,14,174,71,3,2,37,8,62,16,0.482,0.366,13,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.848
194,윤석민,2016,넥센,0.334,92,341,72,114,15,0,19,186,80,2,3,46,9,50,16,0.545,0.42,6,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.965
194,윤석민,2017,KT,0.312,142,538,90,168,30,1,20,260,105,0,1,33,8,85,24,0.483,0.357,3,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.84
194,윤석민,2018,KT,0.276,132,460,58,127,22,0,19,206,60,4,1,40,4,69,17,0.448,0.337,7,180cm/88kg,1985년 09월 04일,내야수(우투우타),구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,0.785
195,윤수강,2012,롯데,0.167,15,6,0,1,1,0,0,2,0,0,0,0,0,5,0,0.333,0.167,1,181cm/96kg,1990년 02월 22일,포수(우투우타),군산중앙초-충장중-광주제일고-성균관대-롯데-경찰-롯데-KT-LG,3000만원,0.5
195,윤수강,2015,KT,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,181cm/96kg,1990년 02월 22일,포수(우투우타),군산중앙초-충장중-광주제일고-성균관대-롯데-경찰-롯데-KT-LG,3000만원,0
195,윤수강,2018,NC,0.192,44,73,8,14,6,0,1,23,8,0,0,5,0,21,1,0.315,0.244,2,181cm/96kg,1990년 02월 22일,포수(우투우타),군산중앙초-충장중-광주제일고-성균관대-롯데-경찰-롯데-KT-LG,3000만원,0.559
196,윤완주,2012,KIA,0.267,68,90,17,24,2,0,0,26,6,5,3,6,2,22,2,0.288888889,0.326530612,5,,1989년 02월 25일,,대연초-부산중-개성고-경성대,,0.615419501
196,윤완주,2013,KIA,0.148,47,54,11,8,1,0,0,9,4,3,2,2,1,15,1,0.166666667,0.192982456,3,,1989년 02월 25일,,대연초-부산중-개성고-경성대,,0.359649123
196,윤완주,2014,KIA,1,5,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,1,0,,1989년 02월 25일,,대연초-부산중-개성고-경성대,,2
196,윤완주,2015,KIA,0.171,28,35,4,6,1,0,1,10,2,0,0,0,1,8,0,0.285714286,0.194444444,0,,1989년 02월 25일,,대연초-부산중-개성고-경성대,,0.48015873
196,윤완주,2016,KIA,0.167,34,30,5,5,0,0,1,8,2,0,0,2,0,6,0,0.266666667,0.21875,0,,1989년 02월 25일,,대연초-부산중-개성고-경성대,,0.485416667
197,윤요섭,2008,SK,0.167,7,6,0,1,0,0,0,1,1,0,0,0,0,1,0,0.166666667,0.166666667,0,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.333333333
197,윤요섭,2009,SK,0.394,28,33,3,13,2,0,1,18,6,3,0,3,0,8,1,0.545454545,0.444444444,0,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.98989899
197,윤요섭,2010,LG,0.294,46,51,4,15,0,0,0,15,9,1,0,2,2,16,0,0.294117647,0.345454545,0,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.639572193
197,윤요섭,2011,LG,0.221,67,77,8,17,3,0,5,35,18,0,0,13,0,22,4,0.454545455,0.333333333,0,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.787878788
197,윤요섭,2012,LG,0.298,75,171,17,51,7,0,2,64,19,3,2,16,6,35,9,0.374269006,0.378238342,5,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.752507348
197,윤요섭,2013,LG,0.204,89,186,20,38,8,1,1,51,30,2,3,23,6,32,6,0.274193548,0.311627907,1,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.585821455
197,윤요섭,2014,LG,0.221,27,68,4,15,4,0,0,19,2,0,0,2,1,15,1,0.279411765,0.253521127,1,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.532932891
197,윤요섭,2015,KT,0.264,74,148,17,39,4,0,9,70,28,0,1,6,1,39,5,0.472972973,0.296774194,1,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.769747167
197,윤요섭,2016,KT,0.238,66,126,14,30,6,0,6,54,16,1,1,20,3,24,7,0.428571429,0.355704698,3,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.784276127
197,윤요섭,2017,KT,0.231,22,39,6,9,1,0,2,16,6,0,0,4,0,7,1,0.41025641,0.302325581,1,,1982년 03월 30일,,남산초-덕수중-충암고-단국대-SK-LG-KT,,0.712581992
198,윤정우,2011,KIA,0.063,29,16,4,1,1,0,0,2,0,3,0,1,0,9,0,0.125,0.118,0,188cm/91kg,1988년 05월 12일,외야수(우투우타),학강초-광주동성중-광주제일고-원광대-KIA-LG-상무-LG-KIA,9000만원,0.243
198,윤정우,2012,LG,0.095,29,21,4,2,0,0,0,2,0,4,1,0,0,7,1,0.095,0.095,0,188cm/91kg,1988년 05월 12일,외야수(우투우타),학강초-광주동성중-광주제일고-원광대-KIA-LG-상무-LG-KIA,9000만원,0.19
198,윤정우,2016,KIA,0.299,46,67,20,20,5,0,2,31,13,6,1,5,7,15,2,0.463,0.4,1,188cm/91kg,1988년 05월 12일,외야수(우투우타),학강초-광주동성중-광주제일고-원광대-KIA-LG-상무-LG-KIA,9000만원,0.863
198,윤정우,2018,SK,0.25,22,40,6,10,2,0,1,15,2,2,1,2,1,7,4,0.375,0.302,1,188cm/91kg,1988년 05월 12일,외야수(우투우타),학강초-광주동성중-광주제일고-원광대-KIA-LG-상무-LG-KIA,9000만원,0.677
199,윤진호,2009,LG,0.333,3,6,1,2,1,0,0,3,2,0,0,1,0,1,2,0.5,0.429,2,178cm/78kg,1986년 06월 23일,내야수(우투우타),광주화정초-충장중-광주제일고-인하대,,0.929
199,윤진호,2010,LG,0,17,6,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,178cm/78kg,1986년 06월 23일,내야수(우투우타),광주화정초-충장중-광주제일고-인하대,,0
199,윤진호,2011,LG,0.159,75,88,11,14,4,0,0,18,2,2,1,6,0,26,3,0.205,0.213,8,178cm/78kg,1986년 06월 23일,내야수(우투우타),광주화정초-충장중-광주제일고-인하대,,0.418
199,윤진호,2012,LG,0.083,22,12,3,1,0,0,0,1,0,1,1,1,0,4,0,0.083,0.154,1,178cm/78kg,1986년 06월 23일,내야수(우투우타),광주화정초-충장중-광주제일고-인하대,,0.237
199,윤진호,2015,LG,0.083,30,12,3,1,0,0,0,1,1,1,0,0,0,3,0,0.083,0.083,1,178cm/78kg,1986년 06월 23일,내야수(우투우타),광주화정초-충장중-광주제일고-인하대,,0.166
199,윤진호,2016,LG,0.19,34,21,3,4,0,0,0,4,0,1,0,0,0,6,1,0.19,0.19,2,178cm/78kg,1986년 06월 23일,내야수(우투우타),광주화정초-충장중-광주제일고-인하대,,0.38
199,윤진호,2017,LG,0.333,14,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0.333,0.333,1,178cm/78kg,1986년 06월 23일,내야수(우투우타),광주화정초-충장중-광주제일고-인하대,,0.666
199,윤진호,2018,LG,0.208,102,53,13,11,3,0,0,14,4,0,1,2,2,14,2,0.264,0.263,2,178cm/78kg,1986년 06월 23일,내야수(우투우타),광주화정초-충장중-광주제일고-인하대,,0.527
200,이대수,2002,SK,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,
200,이대수,2003,SK,0,10,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0
200,이대수,2004,SK,0.165,105,103,11,17,2,0,0,19,5,0,1,5,2,31,0,0.184,0.218,2,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.402
200,이대수,2005,SK,0.203,99,59,11,12,3,1,0,17,4,1,1,4,3,19,2,0.288,0.288,1,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.576
200,이대수,2006,SK,0.253,122,387,46,98,15,4,5,136,26,5,1,25,5,68,6,0.351,0.307,13,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.658
200,이대수,2007,두산,0.252,109,310,33,78,14,1,3,103,36,5,3,29,7,47,7,0.332,0.324,13,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.656
200,이대수,2008,두산,0.282,90,213,22,60,9,3,2,81,23,2,4,16,5,28,7,0.38,0.345,12,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.725
200,이대수,2009,두산,0.262,38,61,5,16,4,1,0,22,7,1,1,3,1,11,5,0.361,0.308,1,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.669
200,이대수,2010,한화,0.232,125,375,33,87,13,1,7,123,37,2,4,26,6,57,4,0.328,0.29,5,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.618
200,이대수,2011,한화,0.301,122,366,46,110,16,3,8,156,50,8,8,31,5,64,5,0.426,0.36,10,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.786
200,이대수,2012,한화,0.279,118,376,36,105,23,4,4,148,48,5,1,27,3,57,9,0.394,0.328,13,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.722
200,이대수,2013,한화,0.256,122,390,54,100,23,2,4,139,42,11,4,38,6,88,10,0.356,0.33,5,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.686
200,이대수,2014,SK,0.16,15,25,1,4,0,0,0,4,2,0,0,2,1,5,2,0.16,0.25,1,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.41
200,이대수,2015,SK,0.264,36,72,9,19,3,0,2,28,12,0,1,6,1,23,6,0.389,0.325,2,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.714
200,이대수,2016,SK,0,14,12,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0.133,0,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.133
200,이대수,2017,SK,0.276,58,105,18,29,5,1,0,36,4,3,0,10,2,20,1,0.343,0.35,5,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.693
200,이대수,2018,SK,0.2,4,5,1,1,1,0,0,2,0,0,0,0,0,2,0,0.4,0.2,0,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.6
201,이대형,2003,LG,0.245,47,53,12,13,2,2,0,19,4,7,3,2,0,12,0,0.358,0.273,1,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.631
201,이대형,2004,LG,0.091,13,11,1,1,0,0,0,1,0,2,1,0,0,4,0,0.091,0.091,0,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.182
201,이대형,2005,LG,0.268,107,127,40,34,4,1,0,40,5,37,9,11,1,35,2,0.315,0.331,0,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.646
201,이대형,2006,LG,0.258,87,155,23,40,3,0,0,43,4,15,8,5,0,35,1,0.277,0.281,1,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.558
201,이대형,2007,LG,0.308,125,451,68,139,13,1,1,157,31,53,20,38,5,54,3,0.348,0.367,4,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.715
201,이대형,2008,LG,0.264,126,523,71,138,5,2,0,147,33,63,15,39,2,80,3,0.281,0.317,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.598
201,이대형,2009,LG,0.28,133,521,92,146,10,2,2,166,41,64,18,50,0,77,8,0.319,0.341,4,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.66
201,이대형,2010,LG,0.261,130,494,73,129,14,2,1,150,43,66,21,58,2,76,3,0.304,0.341,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.645
201,이대형,2011,LG,0.249,104,354,56,88,11,5,1,112,24,34,17,30,2,78,0,0.316,0.31,0,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.626
201,이대형,2012,LG,0.178,101,258,32,46,4,4,1,61,19,25,3,25,1,53,5,0.236,0.253,0,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.489
201,이대형,2013,LG,0.237,102,177,36,42,5,1,1,52,10,13,9,19,1,45,1,0.294,0.312,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.606
201,이대형,2014,KIA,0.323,126,461,75,149,15,9,1,185,40,22,15,35,2,57,5,0.401,0.372,3,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.773
201,이대형,2015,KT,0.302,140,546,86,165,23,3,0,194,37,44,14,53,6,92,5,0.355,0.37,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.725
201,이대형,2016,KT,0.32,143,600,89,192,14,3,1,215,42,37,20,44,2,90,6,0.358,0.368,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.726
